#{"t_start": 1753948336.807643, "env_id": "None"}
r,l,t
-10.1,2,63.135437
-10.1,2,63.13565
9.3,8,63.138111
9.3,8,63.140653
9.3,8,63.142593
-10.6,7,63.144484
-10.4,5,63.145648
9.3,8,63.147678
9.3,8,63.149654
9.3,8,63.151609
9.3,8,63.153506
9.3,8,63.155781
9.3,8,63.157716
9.3,8,63.160154
9.3,8,63.162065
9.3,8,63.164212
9.3,8,63.166246
9.3,8,63.168512
9.3,8,63.170835
9.3,8,63.172977
9.3,8,63.174862
9.3,8,63.176718
9.3,8,63.178565
-10.9,10,63.181655
-10.4,5,63.182717
9.3,8,63.184621
9.3,8,63.186667
9.3,8,63.189006
9.3,8,63.19096
9.3,8,63.192907
9.3,8,63.194813
9.3,8,63.196723
-10.0,1,63.19684
7.3,9,63.199374
9.3,8,63.201325
9.3,8,63.203309
9.3,8,63.205754
9.3,8,63.20766
9.3,8,63.209498
9.3,8,63.211606
9.3,8,63.213549
-10.0,1,63.214219
9.3,8,63.21609
-10.4,5,63.21769
9.3,8,63.219656
9.3,8,63.222052
9.3,8,63.224192
9.3,8,63.22612
9.3,8,63.228036
9.3,8,63.229974
9.3,8,63.231821
9.3,8,63.234016
9.3,8,63.235873
-10.7,8,63.238809
-10.6,7,63.240692
-10.7,8,63.242704
-10.7,8,63.244716
9.3,8,63.246583
9.3,8,63.248534
-10.7,8,63.250454
-10.6,7,63.251682
9.3,8,63.253596
9.3,8,63.255897
-10.3,4,63.257398
-10.4,5,63.259063
9.3,8,63.261036
9.3,8,63.263042
9.3,8,63.265022
9.3,8,63.266966
9.3,8,63.268912
9.3,8,63.271181
9.3,8,63.273244
9.3,8,63.275127
-10.0,1,63.275753
9.3,8,63.277763
9.3,8,63.279727
-10.3,4,63.280711
9.3,8,63.282727
-10.6,7,63.284616
9.3,8,63.286463
9.3,8,63.288922
-10.4,5,63.290009
9.3,8,63.291865
9.3,8,63.294276
-10.7,8,63.296143
-10.6,7,63.298351
-10.7,8,63.300413
-10.5,6,63.301597
9.3,8,63.303568
9.3,8,63.306143
9.3,8,63.308035
9.3,8,63.309975
9.2,9,63.311897
9.3,8,63.314326
9.3,8,63.316181
9.3,8,63.318095
9.3,8,63.320194
9.3,8,63.322467
9.3,8,63.324445
7.3,9,63.326936
9.3,8,63.3289
-10.3,4,63.329877
9.3,8,63.331761
9.3,8,63.334173
9.3,8,63.336061
-10.0,1,63.336185
9.3,8,63.338368
9.3,8,63.340465
9.3,8,63.342454
-11.6,8,63.344345
9.3,8,63.346256
9.3,8,63.348256
9.3,8,63.350157
9.3,8,63.35258
-10.7,8,63.354743
9.3,8,63.356692
9.3,8,63.358647
6.9,2,63.358803
9.3,8,63.360929
9.3,8,63.362865
9.3,8,63.364768
9.3,8,63.366621
9.3,8,63.36846
9.3,8,63.371249
9.3,8,63.373379
9.3,8,63.375436
9.3,8,63.377419
9.3,8,63.379357
9.3,8,63.381289
9.3,8,63.383143
9.3,8,63.384981
9.3,8,63.386853
9.3,8,63.389174
9.3,8,63.391689
9.3,8,63.393623
9.3,8,63.395542
9.3,8,63.397609
9.3,8,63.399493
9.3,8,63.401312
9.3,8,63.403201
9.3,8,63.405603
9.3,8,63.407483
9.3,8,63.409486
9.3,8,63.412428
9.3,8,63.414387
9.3,8,63.41647
-10.5,6,63.418379
-10.4,5,63.419476
9.3,8,63.42182
9.3,8,63.423883
9.3,8,63.426072
-10.0,1,63.42619
-10.0,1,63.426851
9.3,8,63.429264
9.3,8,63.43116
9.3,8,63.433103
9.3,8,63.43512
9.3,8,63.437212
9.3,8,63.439446
9.3,8,63.441342
9.3,8,63.443206
9.3,8,63.445053
8.1,11,63.447236
9.3,8,63.449692
8.3,9,63.452342
-10.0,1,63.452469
9.3,8,63.454916
9.3,8,63.45697
9.3,8,63.45896
9.3,8,63.460834
9.3,8,63.462773
9.3,8,63.464648
9.3,8,63.466497
9.3,8,63.468927
9.3,8,63.471144
-10.0,1,63.471281
-10.1,2,63.472067
9.3,8,63.47415
9.3,8,63.476207
-10.2,3,63.476518
7.3,9,63.479007
9.3,8,63.480901
9.3,8,63.482806
9.3,8,63.485242
9.3,8,63.487406
9.3,8,63.489687
8.8,13,63.493147
9.3,8,63.495089
9.2,9,63.497143
9.3,8,63.499012
-10.1,2,63.499767
9.3,8,63.501639
9.3,8,63.503548
9.3,8,63.506608
-10.0,1,63.506745
9.3,8,63.508712
9.3,8,63.510773
9.3,8,63.512723
9.3,8,63.514628
9.3,8,63.516533
7.3,9,63.518363
9.3,8,63.520238
9.3,8,63.522551
9.3,8,63.525107
-10.0,1,63.525223
9.3,8,63.527148
9.3,8,63.529078
-10.0,1,63.529925
7.3,9,63.532046
9.3,8,63.533982
9.3,8,63.535943
9.3,8,63.538295
9.3,8,63.540204
-10.0,1,63.540904
-10.0,1,63.541028
9.3,8,63.542988
9.3,8,63.545072
9.3,8,63.547052
9.3,8,63.549105
9.2,9,63.551635
-12.3,5,63.552642
9.3,8,63.555356
-10.2,3,63.556329
9.3,8,63.558775
9.3,8,63.560629
9.3,8,63.562538
9.3,8,63.56454
9.3,8,63.566439
9.3,8,63.568331
9.3,8,63.570312
-10.6,7,63.571867
-10.6,7,63.573656
-10.6,7,63.57546
9.3,8,63.578061
9.3,8,63.579965
9.3,8,63.581927
-10.3,4,63.582981
-10.2,3,63.58386
8.3,9,63.585735
9.3,8,63.588026
9.3,8,63.589987
9.3,8,63.591832
9.3,8,63.593676
9.3,8,63.596182
9.3,8,63.598146
9.3,8,63.600187
-10.3,4,63.601225
9.3,8,63.603229
9.3,8,63.605608
9.3,8,63.607495
-10.4,5,63.608516
9.3,8,63.610371
9.3,8,63.6122
9.3,8,63.614667
9.3,8,63.616566
9.3,8,63.618841
-10.5,6,63.620855
-10.3,4,63.621999
-10.3,4,63.623044
9.3,8,63.625009
9.3,8,63.626895
-10.4,5,63.62798
9.3,8,63.629857
9.2,9,63.632411
9.3,8,63.634338
8.3,9,63.636419
-10.0,1,63.63752
9.3,8,63.639524
9.3,8,63.641387
9.3,8,63.643373
-11.6,8,63.645253
-10.7,8,63.647115
9.3,8,63.649084
9.1,10,63.651687
-10.2,3,63.652628
-10.7,8,63.655111
9.3,8,63.657111
9.3,8,63.659174
-10.6,7,63.661054
-10.6,7,63.662362
-12.4,6,63.664077
7.3,9,63.665967
9.3,8,63.667876
-10.0,1,63.668542
9.3,8,63.670485
9.2,9,63.673314
9.3,8,63.675469
-10.0,1,63.675605
9.3,8,63.677639
-10.0,1,63.677759
9.3,8,63.679674
9.3,8,63.681623
9.3,8,63.683846
9.3,8,63.68637
9.3,8,63.688806
9.3,8,63.690913
7.3,9,63.692942
9.3,8,63.694918
9.3,8,63.696784
-10.6,7,63.698532
-10.3,4,63.699461
9.3,8,63.701279
9.3,8,63.703101
9.3,8,63.706297
-10.2,3,63.707247
9.3,8,63.709274
9.3,8,63.711585
-10.0,1,63.711717
9.3,8,63.713712
-10.0,1,63.713828
9.3,8,63.715742
9.3,8,63.717615
9.3,8,63.71946
9.3,8,63.722448
9.3,8,63.724405
9.2,9,63.727165
9.3,8,63.729164
-10.2,3,63.72947
-10.7,8,63.731369
9.3,8,63.733345
9.3,8,63.735223
9.3,8,63.737246
-10.6,7,63.739343
9.3,8,63.741824
9.3,8,63.743723
9.3,8,63.745634
9.3,8,63.74776
9.3,8,63.75004
9.2,9,63.751934
-10.0,1,63.752618
9.2,9,63.75536
9.3,8,63.757255
9.3,8,63.759041
9.3,8,63.761508
9.3,8,63.763423
9.3,8,63.765337
9.3,8,63.767455
9.3,8,63.769373
9.3,8,63.77172
9.3,8,63.773621
9.3,8,63.775457
9.3,8,63.777278
9.3,8,63.779011
9.3,8,63.781545
9.3,8,63.78356
9.3,8,63.785515
9.3,8,63.787758
9.3,8,63.789673
9.3,8,63.791557
7.3,9,63.793511
9.3,8,63.795394
9.3,8,63.797304
9.3,8,63.799245
9.3,8,63.801701
9.3,8,63.803689
9.3,8,63.805985
8.3,9,63.808011
9.3,8,63.809956
9.3,8,63.811809
-10.2,3,63.812974
9.3,8,63.814899
9.3,8,63.816816
9.3,8,63.818682
9.3,8,63.82153
-10.5,6,63.8233
-10.4,5,63.824375
9.1,10,63.826541
9.3,8,63.828542
9.3,8,63.830401
9.2,9,63.832858
-10.4,5,63.833883
9.3,8,63.8357
9.3,8,63.838009
7.3,9,63.840638
9.3,8,63.842602
-10.5,6,63.84435
9.3,8,63.846473
-10.3,4,63.847475
-10.4,5,63.848557
-10.7,8,63.850431
9.3,8,63.852422
9.3,8,63.854661
9.3,8,63.856643
9.3,8,63.859121
9.3,8,63.860998
9.3,8,63.86305
9.2,9,63.865078
9.3,8,63.867046
9.3,8,63.869028
-10.0,1,63.869147
9.3,8,63.871422
9.2,9,63.873957
9.3,8,63.875807
9.3,8,63.878579
9.3,8,63.880509
9.3,8,63.882521
-10.7,8,63.884496
9.3,8,63.886418
9.2,9,63.88881
-10.5,6,63.890017
-10.3,4,63.890991
-10.2,3,63.891874
-10.7,8,63.893834
-10.5,6,63.89608
-10.6,7,63.897339
9.3,8,63.899296
9.3,8,63.901296
8.3,9,63.904264
9.3,8,63.90628
9.3,8,63.908207
9.3,8,63.910068
-10.1,2,63.910277
-10.1,2,63.911028
-10.1,2,63.911755
9.1,10,63.914472
-10.1,2,63.914686
-10.1,2,63.915485
9.3,8,63.917444
9.3,8,63.919639
9.3,8,63.921871
9.3,8,63.923768
9.3,8,63.925612
9.3,8,63.92749
9.3,8,63.929868
9.3,8,63.931847
-10.0,1,63.931979
9.3,8,63.933958
9.3,8,63.936013
9.3,8,63.938256
9.3,8,63.940242
9.3,8,63.942416
9.3,8,63.944252
9.3,8,63.94608
9.3,8,63.948465
-10.1,2,63.948672
-10.5,6,63.950395
-10.5,6,63.951537
9.3,8,63.95384
9.3,8,63.955949
-10.3,4,63.956928
-10.6,7,63.958756
-10.5,6,63.960515
9.3,8,63.962425
-10.0,1,63.963058
-10.0,1,63.963178
9.3,8,63.96513
-10.0,1,63.965242
9.3,8,63.967162
-10.1,2,63.967995
-10.7,8,63.970135
9.3,8,63.972508
9.3,8,63.974431
9.3,8,63.976357
9.3,8,63.978735
9.1,10,63.980786
-10.0,1,63.981517
9.3,8,63.983613
-10.3,4,63.984608
9.3,8,63.986592
9.3,8,63.988896
9.3,8,63.990877
9.3,8,63.99277
-10.4,5,63.993798
9.3,8,63.996336
9.3,8,63.998258
9.3,8,64.000163
9.2,9,64.00233
9.3,8,64.004564
9.3,8,64.006891
9.3,8,64.008694
9.3,8,64.010638
9.3,8,64.012534
9.3,8,64.014376
9.3,8,64.016834
9.3,8,64.018668
-10.7,8,64.020768
9.3,8,64.022979
9.3,8,64.02499
9.1,10,64.027662
9.3,8,64.029533
9.3,8,64.031396
9.3,8,64.033281
9.3,8,64.035111
9.3,8,64.037909
8.3,9,64.03999
9.3,8,64.042097
9.3,8,64.044152
9.3,8,64.046103
9.3,8,64.047992
-10.0,1,64.048123
-10.0,1,64.048236
9.3,8,64.0501
-10.5,6,64.05175
-10.6,7,64.054295
9.3,8,64.056454
9.3,8,64.058472
9.3,8,64.060409
9.1,10,64.062475
9.3,8,64.064387
-10.0,1,64.064502
9.3,8,64.06635
8.3,9,64.069055
9.3,8,64.071338
9.3,8,64.073975
9.3,8,64.075954
9.3,8,64.077897
9.3,8,64.079954
7.3,9,64.08191
9.2,9,64.0838
9.3,8,64.085717
-10.5,6,64.087866
9.3,8,64.089907
9.3,8,64.091783
9.3,8,64.094351
9.3,8,64.096351
9.3,8,64.098299
9.3,8,64.100387
9.3,8,64.102314
9.2,9,64.104755
9.2,9,64.106786
-10.3,4,64.107782
-10.1,2,64.108594
-10.1,2,64.108809
-10.0,1,64.109453
9.3,8,64.111397
-10.0,1,64.112066
-10.0,1,64.112126
9.3,8,64.114009
9.3,8,64.116035
-10.2,3,64.116967
-10.4,5,64.118039
-10.4,5,64.119122
9.3,8,64.121393
7.3,9,64.124126
9.1,10,64.12676
-10.2,3,64.12767
9.3,8,64.129742
9.3,8,64.131712
9.3,8,64.133601
-10.0,1,64.133719
9.3,8,64.135903
7.3,9,64.138334
7.3,9,64.140346
9.3,8,64.142826
-10.0,1,64.143565
8.3,9,64.145525
6.9,2,64.145676
-10.0,1,64.146364
9.3,8,64.148396
-10.0,1,64.148526
9.3,8,64.150464
9.3,8,64.152384
9.3,8,64.15466
9.3,8,64.157238
-10.3,4,64.158218
9.3,8,64.160188
9.3,8,64.162348
9.3,8,64.164351
-10.4,5,64.165407
9.3,8,64.167352
9.3,8,64.169248
-10.6,7,64.171463
9.3,8,64.173526
9.3,8,64.176049
9.3,8,64.178095
9.3,8,64.180082
9.3,8,64.182165
9.3,8,64.184131
9.1,10,64.186125
9.3,8,64.188516
9.3,8,64.190396
9.3,8,64.192232
9.3,8,64.194024
-10.2,3,64.19552
-10.5,6,64.197252
9.3,8,64.199491
9.3,8,64.201528
-12.6,8,64.203489
9.3,8,64.205781
-10.4,5,64.206858
9.3,8,64.208737
9.3,8,64.210594
9.3,8,64.212441
9.3,8,64.21501
9.3,8,64.216985
9.3,8,64.218957
9.3,8,64.221319
9.3,8,64.223462
9.3,8,64.225736
9.3,8,64.22764
9.3,8,64.22949
-10.4,5,64.230465
-10.6,7,64.232242
9.1,10,64.234769
-10.6,7,64.236583
9.2,9,64.238934
-10.6,7,64.240901
9.3,8,64.242877
9.3,8,64.244732
9.3,8,64.24661
-10.6,7,64.248515
9.3,8,64.250411
9.3,8,64.252259
9.3,8,64.255161
9.3,8,64.257275
9.3,8,64.259313
9.3,8,64.261301
9.3,8,64.263249
9.3,8,64.265507
9.3,8,64.267311
9.3,8,64.269142
9.3,8,64.271343
9.3,8,64.273289
9.3,8,64.275805
9.3,8,64.277716
9.3,8,64.279631
9.3,8,64.281709
9.3,8,64.283589
9.3,8,64.285449
9.3,8,64.287875
9.1,10,64.289918
9.3,8,64.291828
9.3,8,64.293761
9.3,8,64.296141
9.3,8,64.297972
9.3,8,64.299879
9.3,8,64.301866
9.3,8,64.304082
9.3,8,64.306257
9.3,8,64.308218
8.3,9,64.310683
9.3,8,64.312579
9.3,8,64.314442
9.3,8,64.316996
9.3,8,64.318948
9.2,9,64.321213
9.3,8,64.32332
9.3,8,64.32527
-10.0,1,64.32539
9.3,8,64.327521
9.3,8,64.329389
9.3,8,64.331269
9.3,8,64.333119
9.3,8,64.335691
9.3,8,64.337897
9.3,8,64.339973
-10.2,3,64.340897
9.3,8,64.342844
9.3,8,64.344747
-10.4,5,64.345878
9.3,8,64.347898
-10.1,2,64.34869
9.3,8,64.350567
9.3,8,64.352999
9.3,8,64.355374
9.3,8,64.357395
-10.7,8,64.359441
-10.7,8,64.361379
9.3,8,64.363287
9.3,8,64.365191
9.3,8,64.367028
9.3,8,64.368857
9.3,8,64.37108
9.3,8,64.373693
9.3,8,64.375653
9.3,8,64.377634
-10.3,4,64.378709
-10.6,7,64.379979
9.3,8,64.381893
9.3,8,64.383775
9.3,8,64.38565
9.3,8,64.387821
9.1,10,64.390547
-10.1,2,64.391614
9.3,8,64.393586
9.3,8,64.39553
9.3,8,64.397538
9.3,8,64.399654
9.3,8,64.401543
9.3,8,64.403477
9.3,8,64.405856
9.3,8,64.407754
9.3,8,64.409612
9.3,8,64.412027
9.3,8,64.413941
9.3,8,64.415902
9.3,8,64.417961
9.3,8,64.420066
8.3,9,64.422982
9.3,8,64.424865
9.3,8,64.426705
-10.6,7,64.427925
9.2,9,64.430334
-10.0,1,64.431057
9.3,8,64.433031
9.3,8,64.435053
-10.4,5,64.436149
9.3,8,64.438561
-10.2,3,64.439504
9.3,8,64.441473
-10.4,5,64.442529
9.3,8,64.444484
9.3,8,64.446426
9.3,8,64.449008
-10.0,1,64.449125
-10.0,1,64.44982
7.3,9,64.451802
-10.0,1,64.451918
-10.0,1,64.452026
-10.1,2,64.452814
9.3,8,64.455623
-10.4,5,64.457016
9.3,8,64.45897
9.3,8,64.461447
-10.2,3,64.462342
-10.2,3,64.463273
9.3,8,64.465192
7.3,9,64.467285
9.3,8,64.469235
9.3,8,64.471549
9.3,8,64.473545
9.3,8,64.475358
9.3,8,64.477295
9.3,8,64.479752
9.3,8,64.481686
-10.4,5,64.482754
9.3,8,64.484892
-10.2,3,64.485832
9.3,8,64.488089
9.3,8,64.490062
9.3,8,64.491957
9.3,8,64.493815
9.3,8,64.495724
9.3,8,64.498191
-10.0,1,64.498314
9.3,8,64.500163
9.3,8,64.502081
9.3,8,64.504456
9.3,8,64.506464
9.3,8,64.508353
9.3,8,64.510242
9.3,8,64.51208
9.3,8,64.51391
9.1,10,64.517053
9.3,8,64.518969
9.3,8,64.52179
-10.3,4,64.52285
-10.1,2,64.523069
9.3,8,64.524966
9.3,8,64.526924
9.3,8,64.528871
9.3,8,64.530722
9.3,8,64.532563
-10.0,1,64.533204
9.3,8,64.535145
9.3,8,64.537086
8.3,9,64.540149
9.3,8,64.542185
8.3,9,64.544124
9.3,8,64.546294
9.3,8,64.548235
9.1,10,64.550292
9.3,8,64.552248
9.3,8,64.555061
9.3,8,64.557031
9.3,8,64.559048
9.3,8,64.560998
9.3,8,64.56302
-10.1,2,64.563834
9.2,9,64.56595
9.3,8,64.567932
9.3,8,64.569839
9.3,8,64.572203
9.3,8,64.574806
9.3,8,64.576803
9.3,8,64.578773
9.3,8,64.580831
8.3,9,64.582796
9.3,8,64.584658
9.3,8,64.586891
9.3,8,64.589498
9.1,10,64.592068
9.3,8,64.5939
9.3,8,64.596295
-10.0,1,64.596414
-10.2,3,64.597198
-10.0,1,64.59731
-10.0,1,64.597423
9.3,8,64.599395
9.3,8,64.601529
9.3,8,64.603509
9.3,8,64.605774
8.3,9,64.608367
9.3,8,64.610824
9.3,8,64.612741
-10.0,1,64.612864
9.2,9,64.614809
-10.1,2,64.615706
9.3,8,64.617698
9.3,8,64.619565
9.3,8,64.622221
9.3,8,64.624226
-10.0,1,64.624356
-10.0,1,64.624977
9.3,8,64.62694
9.3,8,64.628925
9.3,8,64.630898
-10.0,1,64.631037
-10.0,1,64.631777
-10.0,1,64.631899
9.3,8,64.633844
9.3,8,64.635782
9.3,8,64.638076
9.3,8,64.640649
9.3,8,64.642551
9.3,8,64.64454
-10.6,7,64.646397
9.3,8,64.648355
9.3,8,64.650259
9.3,8,64.652432
9.3,8,64.654723
-10.6,7,64.656014
9.3,8,64.657875
9.3,8,64.660342
9.3,8,64.662234
9.3,8,64.664155
9.3,8,64.6663
9.3,8,64.668292
9.2,9,64.671479
9.3,8,64.673556
9.3,8,64.675426
9.3,8,64.677257
9.3,8,64.679152
9.3,8,64.681633
9.3,8,64.683639
9.3,8,64.685639
9.3,8,64.688164
7.3,9,64.690218
-10.0,1,64.690337
9.3,8,64.692219
9.3,8,64.69409
9.3,8,64.695943
9.3,8,64.697782
-10.5,6,64.700051
9.1,10,64.702208
-10.7,8,64.704708
9.3,8,64.706749
-10.3,4,64.707764
9.3,8,64.709786
9.3,8,64.71187
-10.0,1,64.712005
9.3,8,64.714104
9.3,8,64.716444
9.2,9,64.719692
9.3,8,64.722378
9.2,9,64.724582
9.3,8,64.726735
9.3,8,64.728879
9.3,8,64.730912
9.3,8,64.73287
9.3,8,64.734855
9.3,8,64.736918
9.3,8,64.739426
9.3,8,64.742079
9.3,8,64.743974
9.3,8,64.746144
-10.5,6,64.747379
-10.1,2,64.748229
-10.0,1,64.748349
9.3,8,64.7504
9.3,8,64.752425
-10.2,3,64.753332
9.3,8,64.755739
9.3,8,64.758355
-10.1,2,64.758568
-10.0,1,64.759313
9.3,8,64.761342
-10.1,2,64.761562
9.3,8,64.763639
9.3,8,64.765657
-10.1,2,64.766443
-10.2,3,64.766755
9.3,8,64.768821
9.3,8,64.771837
9.3,8,64.773871
-10.4,5,64.775709
9.3,8,64.777746
-10.0,1,64.777877
-10.0,1,64.77799
9.3,8,64.779934
9.3,8,64.781946
9.3,8,64.78417
9.3,8,64.786058
9.3,8,64.788949
9.3,8,64.790962
9.3,8,64.793019
8.3,9,64.795093
9.3,8,64.797011
9.3,8,64.798887
9.3,8,64.800724
9.3,8,64.802553
9.3,8,64.804838
-10.1,2,64.805696
9.3,8,64.808269
9.3,8,64.810209
9.3,8,64.812243
9.3,8,64.814273
9.3,8,64.816187
9.3,8,64.818082
9.3,8,64.820097
9.3,8,64.822515
9.3,8,64.824488
9.3,8,64.826466
9.3,8,64.828984
9.3,8,64.830866
9.3,8,64.832862
9.2,9,64.835214
7.3,9,64.837457
9.3,8,64.83969
9.3,8,64.841608
9.3,8,64.843571
8.3,9,64.846062
9.1,10,64.848142
9.3,8,64.851025
7.3,9,64.853036
9.3,8,64.855329
9.3,8,64.857434
9.3,8,64.859413
9.3,8,64.861508
8.3,9,64.864278
-10.3,4,64.865257
-10.1,2,64.865479
-10.2,3,64.866363
9.3,8,64.868864
9.3,8,64.871222
9.2,9,64.87351
9.3,8,64.875557
-10.6,7,64.877451
9.3,8,64.879338
-10.3,4,64.880276
-10.2,3,64.881176
9.3,8,64.883038
9.3,8,64.884934
9.3,8,64.887736
-10.1,2,64.887998
-10.0,1,64.888112
9.3,8,64.890132
9.3,8,64.892127
9.3,8,64.894119
7.3,9,64.896621
9.3,8,64.898537
9.3,8,64.900393
-10.0,1,64.900456
9.3,8,64.903012
-10.0,1,64.903138
9.2,9,64.90548
9.3,8,64.907492
9.3,8,64.909523
-10.5,6,64.911233
9.3,8,64.91319
9.2,9,64.915465
9.3,8,64.917408
9.3,8,64.919325
9.3,8,64.92224
9.3,8,64.924303
9.3,8,64.926379
9.3,8,64.928365
9.3,8,64.930252
9.3,8,64.932125
9.3,8,64.934059
9.3,8,64.935917
-10.3,4,64.936935
9.3,8,64.93923
9.3,8,64.941725
-10.0,1,64.941843
9.3,8,64.943782
9.3,8,64.945703
9.3,8,64.947758
9.3,8,64.949704
9.3,8,64.95159
9.3,8,64.953558
-10.0,1,64.954573
9.3,8,64.956527
-12.3,5,64.958081
-10.2,3,64.958944
-10.2,3,64.959248
9.3,8,64.961169
9.3,8,64.963239
9.3,8,64.965261
-10.1,2,64.966068
-10.0,1,64.966183
-10.0,1,64.966239
9.3,8,64.968145
9.3,8,64.97112
-10.1,2,64.97194
-10.4,5,64.973049
9.3,8,64.975083
9.3,8,64.977143
9.3,8,64.979097
9.3,8,64.981335
9.3,8,64.983184
-10.3,4,64.98412
9.3,8,64.985939
9.3,8,64.988967
9.3,8,64.990982
9.3,8,64.993078
9.3,8,64.995153
9.3,8,64.99708
-10.2,3,64.997935
9.3,8,64.999892
9.3,8,65.001762
9.3,8,65.003728
9.3,8,65.006
9.3,8,65.008617
-10.0,1,65.00874
9.3,8,65.010726
9.3,8,65.012712
9.3,8,65.0148
-10.6,7,65.016632
9.3,8,65.018553
-10.7,8,65.020881
9.3,8,65.023092
9.3,8,65.025034
-10.4,5,65.026627
-12.2,4,65.027569
9.3,8,65.029555
6.4,7,65.0314
9.3,8,65.033564
9.3,8,65.035514
-10.6,7,65.037849
9.3,8,65.04023
-10.8,9,65.042524
9.3,8,65.044904
9.3,8,65.048474
9.3,8,65.050896
9.3,8,65.053112
-10.0,1,65.053246
-10.0,1,65.05337
-10.0,1,65.054381
8.3,9,65.056546
9.3,8,65.058812
-10.4,5,65.060043
9.3,8,65.062229
9.3,8,65.065189
9.3,8,65.067506
9.3,8,65.069916
9.3,8,65.072829
-10.0,1,65.072973
9.2,9,65.075989
-11.5,7,65.077486
9.3,8,65.079701
9.3,8,65.081799
9.3,8,65.083935
-10.4,5,65.086249
9.1,10,65.088999
9.3,8,65.091295
-11.1,3,65.092257
-10.0,1,65.09239
-10.2,3,65.093341
9.3,8,65.095454
9.3,8,65.097735
9.3,8,65.099902
9.3,8,65.102091
9.3,8,65.10546
-10.4,5,65.106694
9.3,8,65.108878
-10.2,3,65.109909
9.3,8,65.112021
9.3,8,65.114156
9.3,8,65.11639
9.3,8,65.118633
9.3,8,65.121817
9.3,8,65.124167
9.3,8,65.12694
9.3,8,65.129015
9.3,8,65.131268
9.3,8,65.133587
9.3,8,65.135771
-10.5,6,65.137655
9.3,8,65.14025
-10.3,4,65.141431
9.3,8,65.143604
7.3,9,65.146602
9.3,8,65.149462
9.3,8,65.15177
-10.7,8,65.154587
9.3,8,65.156952
9.3,8,65.159249
9.3,8,65.161493
9.3,8,65.163718
9.3,8,65.166
8.3,9,65.16826
-10.3,4,65.169383
-10.5,6,65.171658
9.3,8,65.174002
9.3,8,65.176263
9.3,8,65.178603
-10.7,8,65.18079
9.3,8,65.183024
9.3,8,65.185219
9.3,8,65.187888
9.3,8,65.190304
9.3,8,65.192455
9.3,8,65.195377
-11.4,6,65.197691
9.3,8,65.200051
9.3,8,65.202367
9.2,9,65.205289
9.3,8,65.207705
9.3,8,65.209962
9.2,9,65.212229
9.3,8,65.214409
9.3,8,65.216616
9.3,8,65.219377
9.3,8,65.221892
-10.5,6,65.224185
-12.7,9,65.226478
9.3,8,65.228742
9.3,8,65.23108
-10.5,6,65.23314
9.3,8,65.235443
9.3,8,65.238001
8.3,9,65.240386
-10.4,5,65.242207
-10.7,8,65.244537
9.3,8,65.246718
9.3,8,65.249765
9.3,8,65.2521
9.3,8,65.255071
9.3,8,65.257432
9.3,8,65.259686
9.3,8,65.261761
9.3,8,65.264005
9.3,8,65.266825
9.2,9,65.26915
9.3,8,65.272005
9.3,8,65.274756
9.2,9,65.278209
9.3,8,65.280618
9.3,8,65.282927
7.3,9,65.285243
9.3,8,65.287812
9.3,8,65.29002
9.3,8,65.292694
9.3,8,65.2947
8.3,9,65.296839
8.3,9,65.299533
9.3,8,65.30173
9.2,9,65.318354
7.3,9,65.342056
9.1,10,65.345223
9.3,8,65.352318
9.3,8,65.357181
9.3,8,65.36062
9.3,8,65.362816
-10.1,2,65.363739
9.3,8,65.366087
9.3,8,65.368278
-10.2,3,65.369244
-10.1,2,65.369477
-10.2,3,65.370719
9.3,8,65.37317
9.3,8,65.375123
-10.2,3,65.376605
9.3,8,65.378746
9.3,8,65.380779
-10.7,8,65.382942
-10.6,7,65.384345
-10.5,6,65.38622
-10.5,6,65.387987
9.2,9,65.391387
9.3,8,65.393479
9.3,8,65.39547
9.3,8,65.398073
9.3,8,65.400131
9.3,8,65.402365
9.3,8,65.405016
9.1,10,65.407278
-10.0,1,65.4074
9.3,8,65.40956
-10.2,3,65.410521
-11.0,2,65.411322
-10.0,1,65.411455
-10.0,1,65.412141
9.3,8,65.414226
9.3,8,65.416317
-12.9,11,65.419414
8.4,17,65.42409
9.3,8,65.426191
-10.1,2,65.427061
-10.2,3,65.427407
9.3,8,65.429524
9.3,8,65.431638
9.3,8,65.434512
9.3,8,65.436795
9.3,8,65.439412
-10.3,4,65.440456
-10.2,3,65.441371
9.3,8,65.4435
9.3,8,65.445596
9.3,8,65.447673
-10.7,8,65.449673
8.3,9,65.451658
-10.3,4,65.453296
-10.1,2,65.454541
-10.0,1,65.454689
-10.0,1,65.454809
-10.0,1,65.455666
9.3,8,65.457894
-10.0,1,65.458041
-10.0,1,65.458161
9.3,8,65.460561
9.3,8,65.462708
9.2,9,65.465503
-10.0,1,65.466288
9.3,8,65.468459
9.3,8,65.473258
9.3,8,65.475597
-10.3,4,65.476702
9.3,8,65.478658
9.3,8,65.480551
8.3,9,65.482671
9.3,8,65.484598
9.1,10,65.487635
9.3,8,65.513648
9.3,8,65.516155
9.3,8,65.518501
9.3,8,65.521013
9.3,8,65.523304
-10.4,5,65.525147
9.3,8,65.527303
9.3,8,65.529439
9.3,8,65.531534
-10.0,1,65.532108
-10.0,1,65.532249
9.3,8,65.534325
9.3,8,65.536929
9.3,8,65.539277
9.3,8,65.54152
9.3,8,65.543587
9.3,8,65.545672
-10.2,3,65.546622
9.3,8,65.548587
